Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00    2000/147505      bool __gnu_cxx::operator==<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [194]
                0.00    0.00   17020/147505      void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<std::pair<int, int> >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int>&&) [74]
                0.00    0.00   36824/147505      __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::difference_type __gnu_cxx::operator-<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [35]
                0.00    0.00   89658/147505      bool __gnu_cxx::operator!=<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [17]
[9]      0.0    0.00    0.00  147505         __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::base() const [9]
-----------------------------------------------
                0.00    0.00   15271/93847       __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator-(long) const [50]
                0.00    0.00   22157/93847       __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator+(long) const [30]
                0.00    0.00   22388/93847       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::begin() [29]
                0.00    0.00   34031/93847       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::end() [21]
[10]     0.0    0.00    0.00   93847         __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::__normal_iterator(std::pair<int, int>* const&) [10]
-----------------------------------------------
                0.00    0.00      22/82777       __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > std::__remove_if<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(std::pair<int, int> const&)#1}> >(__gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(std::pair<int, int> const&)#1}>, __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(std::pair<int, int> const&)#1}>, __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(std::pair<int, int> const&)#1}>) [198]
                0.00    0.00    1684/82777       bool __gnu_cxx::__ops::_Iter_comp_val<std::greater<void> >::operator()<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int> >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int>&) [189]
                0.00    0.00    1899/82777       void std::__pop_heap<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_comp_iter<std::greater<void> > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_comp_iter<std::greater<void> >&) [205]
                0.00    0.00    3634/82777       void std::push_heap<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::greater<void> >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::greater<void>) [178]
                0.00    0.00    5109/82777       void std::__push_heap<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, long, std::pair<int, int>, __gnu_cxx::__ops::_Iter_comp_val<std::greater<void> > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, long, long, std::pair<int, int>, __gnu_cxx::__ops::_Iter_comp_val<std::greater<void> >&) [164]
                0.00    0.00    5228/82777       bool __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(std::pair<int, int> const&)#1}>::operator()<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >) [144]
                0.00    0.00    6242/82777       Graph::updateEdge(int, int, int) [191]
                0.00    0.00    6656/82777       bool __gnu_cxx::__ops::_Iter_comp_iter<std::greater<void> >::operator()<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >) [179]
                0.00    0.00    6708/82777       void std::__adjust_heap<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, long, std::pair<int, int>, __gnu_cxx::__ops::_Iter_comp_iter<std::greater<void> > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, long, long, std::pair<int, int>, __gnu_cxx::__ops::_Iter_comp_iter<std::greater<void> >) [206]
                0.00    0.00   11637/82777       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::back() [61]
                0.00    0.00   33958/82777       SSSP::compute(int) [180]
[11]     0.0    0.00    0.00   82777         __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator*() const [11]
-----------------------------------------------
                0.00    0.00    3000/76786       std::pair<int, int>::pair<int, int&, true>(int&&, int&) [183]
                0.00    0.00    3634/76786       int&& std::__pair_get<0ul>::__move_get<int, int>(std::pair<int, int>&&) [170]
                0.00    0.00    3634/76786       int&& std::__pair_get<1ul>::__move_get<int, int>(std::pair<int, int>&&) [171]
                0.00    0.00    8191/76786       std::_Tuple_impl<0ul, int, int, int>::_Tuple_impl(std::_Tuple_impl<0ul, int, int, int>&&) [85]
                0.00    0.00    8191/76786       std::_Tuple_impl<1ul, int, int>::_Tuple_impl(std::_Tuple_impl<1ul, int, int>&&) [88]
                0.00    0.00    8191/76786       std::_Head_base<0ul, int, false>::_Head_base<int>(int&&) [78]
                0.00    0.00    8191/76786       std::_Tuple_impl<2ul, int>::_Tuple_impl(std::_Tuple_impl<2ul, int>&&) [90]
                0.00    0.00    8191/76786       std::_Head_base<1ul, int, false>::_Head_base<int>(int&&) [80]
                0.00    0.00    8191/76786       std::_Head_base<2ul, int, false>::_Head_base<int>(int&&) [82]
                0.00    0.00   17372/76786       std::pair<int, int>::operator=(std::pair<int, int>&&) [65]
[12]     0.0    0.00    0.00   76786         int&& std::forward<int>(std::remove_reference<int>::type&) [12]
-----------------------------------------------
                0.00    0.00   75819/75819       SSSP::compute(int) [180]
[13]     0.0    0.00    0.00   75819         std::vector<int, std::allocator<int> >::operator[](unsigned long) [13]
-----------------------------------------------
                0.00    0.00    8510/61007       void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<std::pair<int, int> >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int>&&) [74]
                0.00    0.00   11637/61007       std::pair<int, int>& std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::emplace_back<std::pair<int, int> >(std::pair<int, int>&&) [60]
                0.00    0.00   20430/61007       void std::allocator_traits<std::allocator<std::pair<int, int> > >::construct<std::pair<int, int>, std::pair<int, int> >(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, std::pair<int, int>&&) [33]
                0.00    0.00   20430/61007       void __gnu_cxx::new_allocator<std::pair<int, int> >::construct<std::pair<int, int>, std::pair<int, int> >(std::pair<int, int>*, std::pair<int, int>&&) [32]
[14]     0.0    0.00    0.00   61007         std::pair<int, int>&& std::forward<std::pair<int, int> >(std::remove_reference<std::pair<int, int> >::type&) [14]
-----------------------------------------------
                0.00    0.00   51060/51060       std::pair<int, int>* std::__relocate_a<std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [46]
[15]     0.0    0.00    0.00   51060         std::pair<int, int>* std::__niter_base<std::pair<int, int>*>(std::pair<int, int>*) [15]
-----------------------------------------------
                0.00    0.00      11/49185       __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > std::__remove_if<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(std::pair<int, int> const&)#1}> >(__gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(std::pair<int, int> const&)#1}>, __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(std::pair<int, int> const&)#1}>, __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(std::pair<int, int> const&)#1}>) [198]
                0.00    0.00    1899/49185       void std::__pop_heap<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_comp_iter<std::greater<void> > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_comp_iter<std::greater<void> >&) [205]
                0.00    0.00    3634/49185       std::tuple_element<0ul, std::pair<int, int> >::type&& std::get<0ul, int, int>(std::pair<int, int>&&) [175]
                0.00    0.00    3634/49185       std::tuple_element<1ul, std::pair<int, int> >::type&& std::get<1ul, int, int>(std::pair<int, int>&&) [176]
                0.00    0.00    3634/49185       std::priority_queue<std::pair<int, int>, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::greater<void> >::push(std::pair<int, int>&&) [173]
                0.00    0.00    3987/49185       void std::__adjust_heap<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, long, std::pair<int, int>, __gnu_cxx::__ops::_Iter_comp_iter<std::greater<void> > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, long, long, std::pair<int, int>, __gnu_cxx::__ops::_Iter_comp_iter<std::greater<void> >) [206]
                0.00    0.00    4688/49185       void std::__push_heap<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, long, std::pair<int, int>, __gnu_cxx::__ops::_Iter_comp_val<std::greater<void> > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, long, long, std::pair<int, int>, __gnu_cxx::__ops::_Iter_comp_val<std::greater<void> >&) [164]
                0.00    0.00    7268/49185       void std::push_heap<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::greater<void> >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::greater<void>) [178]
                0.00    0.00    8793/49185       void std::__relocate_object_a<std::pair<int, int>, std::pair<int, int>, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [64]
                0.00    0.00   11637/49185       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::push_back(std::pair<int, int>&&) [62]
[16]     0.0    0.00    0.00   49185         std::remove_reference<std::pair<int, int>&>::type&& std::move<std::pair<int, int>&>(std::pair<int, int>&) [16]
-----------------------------------------------
                0.00    0.00      14/44829       __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > std::__remove_if<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(std::pair<int, int> const&)#1}> >(__gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(std::pair<int, int> const&)#1}>, __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(std::pair<int, int> const&)#1}>, __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(std::pair<int, int> const&)#1}>) [198]
                0.00    0.00    1003/44829       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_erase(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >) [197]
                0.00    0.00    6244/44829       Graph::updateEdge(int, int, int) [191]
                0.00    0.00   37568/44829       SSSP::compute(int) [180]
[17]     0.0    0.00    0.00   44829         bool __gnu_cxx::operator!=<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [17]
                0.00    0.00   89658/147505      __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::base() const [9]
-----------------------------------------------
                0.00    0.00      25/44441       __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > std::__remove_if<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(std::pair<int, int> const&)#1}> >(__gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(std::pair<int, int> const&)#1}>, __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(std::pair<int, int> const&)#1}>, __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(std::pair<int, int> const&)#1}>) [198]
                0.00    0.00    5214/44441       __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > std::__find_if<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(std::pair<int, int> const&)#1}> >(__gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(std::pair<int, int> const&)#1}>, __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(std::pair<int, int> const&)#1}>, __gnu_cxx::__ops::_Iter_pred<Graph::removeEdge(int, int)::{lambda(std::pair<int, int> const&)#1}>, std::random_access_iterator_tag) [201]
                0.00    0.00    5244/44441       Graph::updateEdge(int, int, int) [191]
                0.00    0.00   33958/44441       SSSP::compute(int) [180]
[18]     0.0    0.00    0.00   44441         __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator++() [18]
-----------------------------------------------
                0.00    0.00    2000/37622       void std::_Construct<std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >>(std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >*) [186]
                0.00    0.00    7001/37622       void __gnu_cxx::new_allocator<std::tuple<int, int, int> >::construct<std::tuple<int, int, int>, int&, int&, int&>(std::tuple<int, int, int>*, int&, int&, int&) [102]
                0.00    0.00    8191/37622       void __gnu_cxx::new_allocator<std::tuple<int, int, int> >::construct<std::tuple<int, int, int>, std::tuple<int, int, int> >(std::tuple<int, int, int>*, std::tuple<int, int, int>&&) [76]
                0.00    0.00   20430/37622       void __gnu_cxx::new_allocator<std::pair<int, int> >::construct<std::pair<int, int>, std::pair<int, int> >(std::pair<int, int>*, std::pair<int, int>&&) [32]
[19]     0.0    0.00    0.00   37622         operator new(unsigned long, void*) [19]
-----------------------------------------------
                0.00    0.00   34040/34040       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_check_len(unsigned long, char const*) const [70]
[20]     0.0    0.00    0.00   34040         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::size() const [20]
-----------------------------------------------
                0.00    0.00       6/34031       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_erase(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >) [197]
                0.00    0.00    1000/34031       Graph::updateEdge(int, int, int) [191]
                0.00    0.00    2000/34031       Graph::removeEdge(int, int) [190]
                0.00    0.00    3610/34031       SSSP::compute(int) [180]
                0.00    0.00    3634/34031       std::priority_queue<std::pair<int, int>, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::greater<void> >::push(std::pair<int, int>&&) [173]
                0.00    0.00    3634/34031       std::priority_queue<std::pair<int, int>, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::greater<void> >::pop() [172]
                0.00    0.00    8510/34031       std::pair<int, int>& std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::emplace_back<std::pair<int, int> >(std::pair<int, int>&&) [60]
                0.00    0.00   11637/34031       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::back() [61]
[21]     0.0    0.00    0.00   34031         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::end() [21]
                0.00    0.00   34031/93847       __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::__normal_iterator(std::pair<int, int>* const&) [10]
-----------------------------------------------
                0.00    0.00   33958/33958       std::tuple_element<0ul, std::pair<int, int> >::type& std::get<0ul, int, int>(std::pair<int, int>&) [24]
[22]     0.0    0.00    0.00   33958         int& std::__pair_get<0ul>::__get<int, int>(std::pair<int, int>&) [22]
-----------------------------------------------
                0.00    0.00   33958/33958       std::tuple_element<1ul, std::pair<int, int> >::type& std::get<1ul, int, int>(std::pair<int, int>&) [25]
[23]     0.0    0.00    0.00   33958         int& std::__pair_get<1ul>::__get<int, int>(std::pair<int, int>&) [23]
-----------------------------------------------
                0.00    0.00   33958/33958       SSSP::compute(int) [180]
[24]     0.0    0.00    0.00   33958         std::tuple_element<0ul, std::pair<int, int> >::type& std::get<0ul, int, int>(std::pair<int, int>&) [24]
                0.00    0.00   33958/33958       int& std::__pair_get<0ul>::__get<int, int>(std::pair<int, int>&) [22]
-----------------------------------------------
                0.00    0.00   33958/33958       SSSP::compute(int) [180]
[25]     0.0    0.00    0.00   33958         std::tuple_element<1ul, std::pair<int, int> >::type& std::get<1ul, int, int>(std::pair<int, int>&) [25]
                0.00    0.00   33958/33958       int& std::__pair_get<1ul>::__get<int, int>(std::pair<int, int>&) [23]
-----------------------------------------------
                0.00    0.00    8793/26379       void std::__relocate_object_a<std::pair<int, int>, std::pair<int, int>, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [64]
                0.00    0.00   17586/26379       std::pair<int, int>* std::__relocate_a_1<std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&) [47]
[26]     0.0    0.00    0.00   26379         std::pair<int, int>* std::__addressof<std::pair<int, int> >(std::pair<int, int>&) [26]
-----------------------------------------------
                0.00    0.00    8510/25530       __gnu_cxx::new_allocator<std::pair<int, int> >::allocate(unsigned long, void const*) [69]
                0.00    0.00   17020/25530       std::allocator_traits<std::allocator<std::pair<int, int> > >::max_size(std::allocator<std::pair<int, int> > const&) [42]
[27]     0.0    0.00    0.00   25530         __gnu_cxx::new_allocator<std::pair<int, int> >::max_size() const [27]
-----------------------------------------------
                0.00    0.00    8191/24573       void std::__relocate_object_a<std::tuple<int, int, int>, std::tuple<int, int, int>, std::allocator<std::tuple<int, int, int> > >(std::tuple<int, int, int>*, std::tuple<int, int, int>*, std::allocator<std::tuple<int, int, int> >&) [94]
                0.00    0.00   16382/24573       std::tuple<int, int, int>* std::__relocate_a_1<std::tuple<int, int, int>*, std::tuple<int, int, int>*, std::allocator<std::tuple<int, int, int> > >(std::tuple<int, int, int>*, std::tuple<int, int, int>*, std::tuple<int, int, int>*, std::allocator<std::tuple<int, int, int> >&) [219]
[28]     0.0    0.00    0.00   24573         std::tuple<int, int, int>* std::__addressof<std::tuple<int, int, int> >(std::tuple<int, int, int>&) [28]
-----------------------------------------------
                0.00    0.00    1000/22388       Graph::updateEdge(int, int, int) [191]
                0.00    0.00    1000/22388       Graph::removeEdge(int, int) [190]
                0.00    0.00    1000/22388       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::erase(__gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >) [196]
                0.00    0.00    3610/22388       SSSP::compute(int) [180]
                0.00    0.00    3634/22388       std::priority_queue<std::pair<int, int>, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::greater<void> >::push(std::pair<int, int>&&) [173]
                0.00    0.00    3634/22388       std::priority_queue<std::pair<int, int>, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >, std::greater<void> >::pop() [172]
                0.00    0.00    8510/22388       void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<std::pair<int, int> >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int>&&) [74]
[29]     0.0    0.00    0.00   22388         std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::begin() [29]
                0.00    0.00   22388/93847       __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::__normal_iterator(std::pair<int, int>* const&) [10]
-----------------------------------------------
                0.00    0.00    2000/22157       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::erase(__gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >) [196]
                0.00    0.00    6793/22157       void std::__push_heap<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, long, std::pair<int, int>, __gnu_cxx::__ops::_Iter_comp_val<std::greater<void> > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, long, long, std::pair<int, int>, __gnu_cxx::__ops::_Iter_comp_val<std::greater<void> >&) [164]
                0.00    0.00   13364/22157       void std::__adjust_heap<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, long, std::pair<int, int>, __gnu_cxx::__ops::_Iter_comp_iter<std::greater<void> > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, long, long, std::pair<int, int>, __gnu_cxx::__ops::_Iter_comp_iter<std::greater<void> >) [206]
[30]     0.0    0.00    0.00   22157         __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator+(long) const [30]
                0.00    0.00   22157/93847       __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::__normal_iterator(std::pair<int, int>* const&) [10]
-----------------------------------------------
                0.00    0.00       3/22023       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_erase_at_end(std::pair<int, int>*) [269]
                0.00    0.00    5000/22023       std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::~vector() [163]
                0.00    0.00   17020/22023       void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<std::pair<int, int> >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int>&&) [74]
[31]     0.0    0.00    0.00   22023         std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_get_Tp_allocator() [31]
-----------------------------------------------
                0.00    0.00   20430/20430       void std::allocator_traits<std::allocator<std::pair<int, int> > >::construct<std::pair<int, int>, std::pair<int, int> >(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, std::pair<int, int>&&) [33]
